Film,Rotten Tomatoes % critics,Metacritic % critics,Average critics %,Rotten Tomatoes Audience %,Metacritic Audience %,Rotten Tomatoes vs Metacritic % deviance,Average audience %,Audience vs Critics deviance %,Primary Genre,Genres,Script Type,Opening weekend ($million),Opening Weekend,Domestic gross ($million),Domestic Gross,Foreign Gross ($million),Foreign Gross,Worldwide Gross,Worldwide Gross ($million),% of Gross earned abroad,Budget ($million),% Budget recovered,% Budget recovered opening weekend,Year,Oscar Winners,Oscar Detail,Link
7 Days in Entebbe,26.0,49.0,37.5,39.0,59.0,-20,49,-11.5,thriller,"Thriller, Suspense",based on a true story,1.592645,1592645.0,3.18922,3189220.0,5.465548,5465548,8654768.0,86.54768,0.6315071646,-,-,-,2018.0,,,https://www.amazon.com/7-Days-Entebbe-Daniel-Br%C3%BChl/dp/B07BF8T78W/ref=sr_1_2?s=instant-video&ie=UTF8&qid=1546964038&sr=1-2&keywords=7+Days+in+Entebbe
A Simple Favor,85.0,67.0,76,77.0,70.0,7,73.5,2.5,thriller,Thriller,adaptation,16.011689,16011689.0,53.548586,53548586.0,41.285014,41285014,94833600.0,948.336,0.43534163,20.0,-,-,2018.0,,,https://www.amazon.com/Simple-Favor-Anna-Kendrick/dp/B07HHWHRS9/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546963941&sr=1-1&keywords=A+Simple+Favor
Aquaman ,65.0,55.0,60,80.0,73.0,7,76.5,-16.5,Action,"Action, Adventure",adaptation,67.873522,67873522.0,259.72088,259720880.0,681.0,681000000,940720880.0,940.72088,0.7239129209,160.0,-,-,2018.0,,,-
Bad Samaritan,54.0,42.0,48,73.0,65.0,8,69,-21,thriller,"Thriller, Suspense",original screenplay,1.726868,1726868.0,3.424744,3424744.0,0.0,0,3424744.0,34.24744,0.0,-,-,-,2018.0,,,https://www.amazon.com/Bad-Samaritan-David-Tennant/dp/B07F1L2CTZ/ref=sr_1_2?s=instant-video&ie=UTF8&qid=1546970011&sr=1-2&keywords=Bad+Samaritan
Beatriz At Dinner,75.0,68.0,71.5,56.0,52.0,4,54,17.5,comedy,comedy,original screenplay,0.141959,141959.0,7.115854,7115854.0,0.0,0,7115854.0,7.115854,0.0,-,-,-,2017.0,,,https://www.amazon.co.uk/Dinner-Steve-Coogan/dp/B07BMDS55H/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546981246&sr=1-1&keywords=Beatriz+At+Dinner
Beirut (aka The Negotiator),83.0,69.0,76,56.0,66.0,-10,61,15,Action,Action,original screenplay,1.734497,1734497.0,5.019226,5019226.0,2.239308,2239308,7258534.0,72.58534,0.3085069244,-,-,-,2018.0,,,-
Blindspotting,93.0,76.0,84.5,90.0,79.0,11,84.5,0,Drama,Drama,original screenplay,0.338999,338999.0,4.153783,4153783.0,0.025419,25419,4179202.0,41.79202,0.006082261638,-,-,-,2018.0,,,https://www.amazon.com/Blindspotting-Daveed-Diggs/dp/B07G4N3J9R/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546970094&sr=1-1&keywords=Blindspotting
Detective Chinatown 2,54.0,48.0,51,71.0,-,-,-,-,Action,Action,sequel,0.704047,704047.0,1.983984,1983984.0,542.077932,542077932,544061916.0,544.061916,0.9963533856,-,-,-,2018.0,,,https://www.amazon.com/Detective-Chinatown-Wang-Baoqiang/dp/B01MSC08RY/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546970420&sr=1-1&keywords=Detective+Chinatown+2
God's Not Dead: A Light in Darkness,13.0,33.0,23,53.0,38.0,15,45.5,-22.5,Drama,Drama,sequel,2.689677,2689677.0,5.72894,5728940.0,0.0,0,5728940.0,57.2894,0.0,-,-,-,2018.0,,,https://www.amazon.com/Gods-Not-Dead-Light-Darkness/dp/B07FMJDX7C/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546974478&sr=1-1&keywords=God%27s+Not+Dead%3A+A+Light+in+Darkness
Gringo,39.0,46.0,42.5,40.0,55.0,-15,47.5,-5,comedy,Black Comedy,original screenplay,2.72242,2722420.0,4.969853,4969853.0,6.031774,6031774,11001627.0,110.01627,0.548261998,-,-,-,2018.0,,,https://www.amazon.com/Gringo-David-Oyelowo/dp/B078J2R4MC/ref=sr_1_2?s=instant-video&ie=UTF8&qid=1546974536&sr=1-2&keywords=gringo
Isle of Dogs,90.0,82.0,86,88.0,81.0,7,84.5,1.5,Comedy,Comedy,original screenplay,1.620294,1620294.0,32.014532,32014532.0,32.133161,32133161,64147693.0,641.47693,0.5009246552,-,-,-,2018.0,,,https://www.amazon.com/Isle-Dogs-Bryan-Cranston/dp/B07C4825LL/ref=sr_1_2?s=instant-video&ie=UTF8&qid=1546975090&sr=1-2&keywords=Isle+of+Dogs
Leave No Trace,100.0,88.0,94,87.0,78.0,9,82.5,11.5,Drama,Drama,adaptation,0.21914,219140.0,5.760845,5760845.0,0.0,0,5760845.0,57.60845,0.0,-,-,-,2018.0,,,https://www.amazon.com/Leave-No-Trace-Ben-Foster/dp/B07FCXVJJ7/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546975172&sr=1-1&keywords=Leave+No+Trace
Lion,87.0,68.0,77.5,92.0,72.0,20,82,-4.5,Drama,Drama,adaptation,0.12336,123360.0,7.187095,7187095.0,3.15,3150000,10337095.0,10.337095,0.3047277789,-,-,-%,2016.0,,,https://www.amazon.com/Lion-Dev-Patel/dp/B01NH0KRPW/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1483641220&sr=1-1&keywords=lion+2016
Megan Leavey,84.0,66.0,75,83.0,65.0,18,74,1,drama,drama,based on a true story,3.810867,3810867.0,13.406883,13406883.0,0.0,0,13406883.0,13.406883,0.0,-,-,-,2017.0,,,-
Puzzle,82.0,66.0,74,80.0,87.0,-7,83.5,-9.5,Drama,Drama,remake / reboot,0.061214,61214.0,1.190554,1190554.0,0.0,0,1190554.0,11.90554,0.0,-,-,-,2018.0,,,https://www.amazon.com/Puzzle-Kelly-Macdonald/dp/B07KCMXR4R/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546975303&sr=1-1&keywords=Puzzle
Samson,25.0,17.0,21,54.0,28.0,26,41,-20,Drama,Drama,original screenplay,1.942569,1942569.0,4.719928,4719928.0,0.0,0,4719928.0,47.19928,0.0,-,-,-,2018.0,,,https://www.amazon.com/Samson-Jackson-Rathbone/dp/B079XVWQDN/ref=sr_1_2?s=instant-video&ie=UTF8&qid=1546974723&sr=1-2&keywords=Samson
Smallfoot,75.0,60.0,67.5,65.0,68.0,-3,66.5,1,Animation,Animation,adaptation,23.045635,23045635.0,83.063023,83063023.0,130.9,130900000,213963023.0,213.963023,0.6117879537,80.0,-,-,2018.0,,,https://www.amazon.com/Smallfoot-Channing-Tatum/dp/B07L1CNJBD/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546974832&sr=1-1&keywords=Smallfoot
The Death of Stalin,96.0,88.0,92,77.0,74.0,3,75.5,16.5,Drama,"Drama, Comedy",original screenplay,0.184805,184805.0,8.041828,8041828.0,16.598199,16598199,24640027.0,246.40027,0.673627468,-,-,-,2018.0,,,https://www.amazon.com/Death-Stalin-Steve-Buscemi/dp/B07B8NGLWD/ref=sr_1_2?s=instant-video&ie=UTF8&qid=1546974973&sr=1-2&keywords=The+Death+of+Stalin
The Glass Castle,49.0,56.0,52.5,74.0,63.0,11,68.5,-16,drama,drama,"adaptation, based on a true story",4.678548,4678548.0,17.273059,17273059.0,4.497986,4497986,21771045.0,21.771045,0.2066040468,-,-,-,2017.0,,,https://www.amazon.co.uk/Glass-Castle-Destin-Daniel-Cretton/dp/B07653BDVT/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546978643&sr=1-1&keywords=The+Glass+Castle
The Leisure Seeker,36.0,45.0,40.5,58.0,78.0,-20,68,-27.5,Drama,Drama,adaptation,0.113,113708.0,3.224126,3224126.0,16.116412,16116412,19340538.0,19.340538,0.8332969848,-,-,-,2018.0,,,https://www.amazon.com/Leisure-Seeker-Helen-Mirren/dp/B07FBB73L2/ref=sr_1_2?s=instant-video&ie=UTF8&qid=1546974021&sr=1-2&keywords=The+Leisure+Seeker
The Man Who Invented Christmas,80.0,60.0,70,84.0,61.0,23,72.5,-2.5,drama,drama,"adaptation, based on a true story",1.353297,1353297.0,4.664004,4664004.0,0.0,0,4664004.0,4.664004,0.0,-,-,-,2017.0,,,https://www.amazon.co.uk/Man-Who-Invented-Christmas/dp/B07B889P5J/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546980815&sr=1-1&keywords=The+Man+Who+Invented+Christmas
The Miracle Season,49.0,44.0,46.5,87.0,82.0,5,84.5,-38,Drama,Drama,based on a true story,3.950652,3950652.0,10.23062,10230620.0,0.0,0,10230620.0,102.3062,0.0,-,-,-,2018.0,,,https://www.amazon.com/Miracle-Season-Helen-Hunt/dp/B07BZ9GZ6D/ref=sr_1_2?s=instant-video&ie=UTF8&qid=1546973961&sr=1-2&keywords=the+miracle+season
The Rider,96.0,92.0,94,83.0,81.0,2,82,12,Drama,Drama,original screenplay,0.042244,42244.0,2.381014,2381014.0,0.0,0,2381014.0,23.81014,0.0,-,-,-,2018.0,,,https://www.amazon.com/Rider-Brady-Jandreau/dp/B07D6YNG95/ref=sr_1_2?s=instant-video&ie=UTF8&qid=1546973793&sr=1-2&keywords=The+Rider
The Seagull,68.0,59.0,63.5,62.0,67.0,-5,64.5,-1,Drama,Drama,adaptation,0.079016,79016.0,1.25296,1252960.0,0.0,0,1252960.0,12.5296,0.0,-,-,-,2018.0,,,https://www.amazon.com/Seagull-Saoirse-Ronan/dp/B07HKVGWNZ/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546973785&sr=1-1&keywords=The+Seagull
Tully,87.0,75.0,81,75.0,76.0,-1,75.5,5.5,Comedy,Comedy,original screenplay,3.28261,3282610.0,9.22713,9227130.0,6.327027,6327027,15554157.0,155.54157,0.4067740219,-,-,-,2018.0,,,https://www.amazon.com/Tully-Charlize-Theron/dp/B07CRN142G/ref=sr_1_2?s=instant-video&ie=UTF8&qid=1546970659&sr=1-2&keywords=Tully
You Were Never Really Here,88.0,84.0,86,65.0,73.0,-8,69,17,Drama,Drama,adaptation,0.132829,132829.0,2.52361,2523610.0,0.0,0,2523610.0,25.2361,0.0,-,-,-,2018.0,,,https://www.amazon.com/You-Were-Never-Really-Here/dp/B0797HXX16/ref=sr_1_2?s=instant-video&ie=UTF8&qid=1546970535&sr=1-2&keywords=You+Were+Never+Really+Here
Your Name.,97.0,79.0,88,94.0,90.0,4,92,-4,animation,animation,adaptation,1.813781,1813781.0,5.017246,5017246.0,350.281024,350281024,355298270.0,355.29827,0.9858787773,-,-,-,2017.0,,,https://www.amazon.co.uk/Your-English-Dubbed-Michael-Sinterniklaas/dp/B077XK82LD/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546980636&sr=1-1&keywords=Your+Name.
Paranormal Activity ,82.0,68.0,75,56.0,57.0,-1,56.5,18.5,horror,"horror, mystery",original screenplay,19.6,19600000.0,107.92,107920000.0,85.44,85440000,193360000.0,193.36,0.4418700869,0.015,12890.66667,1306.666667,2009.0,,,http://www.amazon.com/gp/product/B003204MQS/?tag=titb-20
Searching,92.0,71.0,81.5,88.0,79.0,9,83.5,-2,thriller,Thriller,original screenplay,6.066463,6066463.0,26.020957,26020957.0,49.362784,49362784,75383741.0,753.83741,0.6548200361,1.0,753.83741,-,2018.0,,,https://www.amazon.com/Searching-John-Cho/dp/B07GVTBL57/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546974732&sr=1-1&keywords=Searching
The Gallows,16.0,30.0,23,25.0,69.0,-44,47,-24,horror,horror,original screenplay,9.808463,9808463.0,22.76441,22764410.0,15.4,15400000,38164410.0,38.16441,0.4035173084,0.1,381.6441,98.08463,2015.0,,,http://www.amazon.com/gp/product/B016KAAFEO/?tag=titb-20
Ne Zha,87.0,54.0,70.5,98.0,93.0,5,95.5,-25,Adventure,Adventure,adaptation,1.015755,1015755.0,3.695533,3695533.0,696.852221,696852221,700547754.0,700.547754,0.994724795,5.0,140.1095508,0.203151,2019.0,,,-
No Escape,46.0,38.0,42,67.0,65.0,2,66,-24,action,action,original screenplay,8.111264,8111264.0,27.203371,27203371.0,27.13,27130000,54333371.0,54.333371,0.4993248072,0.45,120.7408244,18.02503111,2015.0,,,http://www.amazon.com/gp/product/B016Z411SE/?tag=titb-20
The Devil Inside,6.0,18.0,12,22.0,26.0,-4,24,-12,horror,horror,original screenplay,33.732515,33732515.0,53.261944,53261944.0,48.496546,48496546,101758490.0,101.75849,0.4765847646,1.0,101.75849,33.732515,2012.0,,,http://www.amazon.com/gp/product/B0083GR15K/?tag=titb-20
Fireproof,40.0,28.0,34,51.0,66.0,-15,58.5,-24.5,romance,romance,original screenplay,6.84,6840000.0,33.46,33460000.0,0.02,20000,33480000.0,33.48,0.0005973715651,0.5,66.96,13.68,2008.0,,,http://www.amazon.com/gp/product/B001VL5304/?tag=titb-20
Paranormal Activity 2,,53.0,53,,58.0,-58,58,-5,horror,horror,sequel,40.67,40670000.0,84.75,84750000.0,92.76,92760000,177510000.0,177.51,0.5225621092,3.0,59.17,13.55666667,2010.0,,,http://www.amazon.com/gp/product/B004MQ8A78/?tag=titb-20
Get Out,99.0,84.0,91.5,87.0,75.0,12,81,10.5,horror,horror,original screenplay,33.37706,33377060.0,175.48414,175484140.0,78.845376,78845376,254329516.0,254.329516,0.3100126845,4.5,56.51767022,7.417124444,2017.0,Oscar Winner,Best Original Screenplay,https://www.amazon.co.uk/Get-Out-Daniel-Kaluuya/dp/B072XM6DBW/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546981433&sr=1-1&keywords=Get+Out
Insidious,67.0,52.0,59.5,65.0,70.0,-5,67.5,-8,horror,"horror, thriller",original screenplay,13.27,13270000.0,54.01,54010000.0,43.0,43000000,67280054.01,67.28005401,0.6391195821,1.5,44.85336934,8.846666667,2011.0,,,http://www.amazon.com/gp/product/B016887PIW/?tag=titb-20
Annabelle,29.0,37.0,33,38.0,53.0,-15,45.5,-12.5,horror,horror,sequel,37.134255,37134255.0,84.273813,84273813.0,171.0,171000000,255273813.0,255.273813,0.6698689458,6.5,39.27289431,5.712962308,2014.0,,,http://www.amazon.com/gp/product/B018C4RSIM/?tag=titb-20
The Last Exorcism,73.0,63.0,68,32.0,61.0,-29,46.5,21.5,horror,"horror, thriller",original screenplay,20.4,20400000.0,41.03,41030000.0,26.7,26700000,67730000.0,67.73,0.3942123136,1.8,37.62777778,11.33333333,2010.0,,,http://www.amazon.com/gp/product/B004HYDM8W/?tag=titb-20
Chernobyl Diaries,19.0,32.0,25.5,29.0,47.0,-18,38,-12.5,horror,"horror, thriller",original screenplay,7.955307,7955307.0,18.11964,18119640.0,19.038008,19038008,37157648.0,37.157648,0.5123577251,1.0,37.157648,7.955307,2012.0,,,http://www.amazon.com/gp/product/B009KS5SJ6/?tag=titb-20
When in Rome,15.0,25.0,20,44.0,47.0,-3,45.5,-25.5,comedy,"comedy, romance",original screenplay,12.3,12300000.0,32.68,32680000.0,10.36,10360000,43040000.0,43.04,0.2407063197,1.3,33.10769231,9.461538462,2010.0,,,http://www.amazon.com/gp/product/B003QTPAB6/?tag=titb-20
Insidiuous Chapter 2,38.0,40.0,39,57.0,69.0,-12,63,-24,thriller,"Thriller, Horror",sequel,40.272103,40272103.0,83.586447,83586447.0,78.332871,78332871,161919318.0,161.919318,0.4837771797,5.0,32.3838636,8.0544206,2013.0,,,http://www.amazon.com/gp/product/B00GMOR7LS/?tag=titb-20
Paranormal Activity 3,68.0,59.0,63.5,58.0,60.0,-2,59,4.5,horror,horror,sequel,52.57,52570000.0,104.03,104030000.0,103.01,103010000,156600104.0,156.600104,0.6577901122,5.0,31.32002081,10.514,2011.0,,,http://www.amazon.com/gp/product/B00715SUI6/?tag=titb-20
God's Not Dead,16.0,16.0,16,79.0,35.0,44,57,-41,drama,"drama, fantasy, comedy, family",original screenplay ,9.217013,9217013.0,60.755732,60755732.0,1.875,1875000,62630732.0,62.630732,0.02993737962,2.0,31.315366,4.6085065,2014.0,,,http://www.amazon.com/gp/product/B00LPRKH5U/?tag=titb-20
Split,74.0,62.0,68,79.0,69.0,10,74,-6,horror,"horror, thriller",original screenplay,40.010975,40010975.0,138.141585,138141585.0,140.162993,140162993,278304578.0,278.304578,0.5036316471,9.0,30.92273089,4.445663889,2017.0,,,https://www.amazon.co.uk/Split-James-McAvoy/dp/B072HT1VY9/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546980563&sr=1-1&keywords=Split
Juno,94.0,81.0,87.5,88.0,83.0,5,85.5,2,comedy,"comedy, drama",original screenplay,0.413869,413869.0,143.495265,143495265.0,87.688908,87688908,231184173.0,231.184173,0.3793032493,7.5,30.8245564,0.05518253333,2007.0,Oscar Winner,Best Original Screenplay,http://www.amazon.co.uk/Juno-J-K-Simmons/dp/B00FYJC65Y/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1457386157&sr=1-1&keywords=Juno
Lights Out,77.0,58.0,67.5,64.0,69.0,-5,66.5,1,Horror,Horror,original screenplay,21.688103,21688103.0,67.268835,67268835.0,81.5,81500000,148768835.0,148.768835,0.5478297924,4.9,30.36098673,4.426143469,2016.0,,,https://www.amazon.com/Lights-Out-Teresa-Palmer/dp/B01IURHTBC/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1481219191&sr=1-1&keywords=Lights+Out
The Purge,38.0,41.0,39.5,36.0,52.0,-16,44,-4.5,sci-fi,"Sci-Fi, Thriller, Horror",original screenplay,34.05836,34058360.0,64.473115,64473115.0,24.855512,24855512,89328627.0,89.328627,0.2782480022,3.0,29.776209,11.35278667,2013.0,,,http://www.amazon.com/gp/product/B00FPGSCUY/?tag=titb-20
"Hello, My Name is Doris",82.0,63.0,72.5,77.0,73.0,4,75,-2.5,Drama,Drama,original screenplay,2.376822,2376822.0,28.751693,28751693.0,0.211196,211196,28962889.0,28.962889,0.007291952125,1.0,28.962889,2.376822,2016.0,,,https://www.amazon.com/Hello-Name-Doris-Sally-Field/dp/B01CUBR6IK/ref=sr_1_fkmr0_1?s=instant-video&ie=UTF8&qid=1481218819&sr=1-1-fkmr0&keywords=Hello%2C+My+Name+is+Doris
Paranormal Activity 4,24.0,40.0,32,36.0,45.0,-9,40.5,-8.5,horror,horror,sequel,29.003866,29003866.0,53.9213,53921300.0,88.917657,88917657,142838957.0,142.838957,0.6225028442,5.0,28.5677914,5.8007732,2012.0,,,http://www.amazon.com/gp/product/B00B7G3Y4U/?tag=titb-20
The King's Speech,95.0,88.0,91.5,93.0,83.0,10,88,3.5,biography,"biography, history",based on a true story,4.4,4400000.0,138.79,138790000.0,275.41,275410000,414200000.0,414.2,0.6649203283,15.0,27.61333333,0.2933333333,2010.0,Oscar Winner,"Best Picture, Best Director, Best Original Screenplay",http://www.amazon.com/gp/product/B004X4R49Y/?tag=titb-20
Truth or Dare,14.0,35.0,24.5,21.0,38.0,-17,29.5,-5,thriller,"Thriller, Suspense",original screenplay,18.667855,18667855.0,40.71702,40717020.0,54.118281,54118281,94835301.0,948.35301,0.5706554461,3.5,27.09580029,5.333672857,2018.0,,,https://www.amazon.com/Blumhouses-Truth-Dare-Lucy-Hale/dp/B07CFKNJQP/ref=sr_1_2?s=instant-video&ie=UTF8&qid=1546970700&sr=1-2&keywords=Truth+or+Dare
Sinister,63.0,53.0,58,61.0,71.0,-10,66,-8,horror,"horror, mystery, thriller",original screenplay,18.007634,18007634.0,48.086903,48086903.0,29.625536,29625536,77712439.0,77.712439,0.3812200001,3.0,25.90414633,6.002544667,2012.0,,,http://www.amazon.com/gp/product/B019J76QLQ/?tag=titb-20
Dope,87.0,72.0,79.5,85.0,75.0,10,80,-0.5,comedy,"comedy, drama",original screenplay,6.10001,6100010.0,17.50647,17506470.0,0.48,480000,17986470.0,17.98647,0.02668672619,0.7,25.69495714,8.7143,2015.0,,,http://www.amazon.com/gp/product/B00KG2PHEQ/?tag=titb-20
The Fault in our Stars,81.0,69.0,75,86.0,74.0,12,80,-5,drama,"drama, romance",adaptation,48.002523,48002523.0,124.87235,124872350.0,182.366663,182366663,307239013.0,307.239013,0.5935661009,12.0,25.60325108,4.00021025,2014.0,,,http://www.amazon.com/gp/product/B00KPQ7MY6/?tag=titb-20
Halloween ,79.0,67.0,73,73.0,70.0,3,71.5,1.5,Horror,Horror,sequel,76.221545,76221545.0,159.342015,159342015.0,94.33791,94337910,253679925.0,253.679925,0.3718777116,10.0,25.3679925,7.6221545,2018.0,,,https://www.amazon.com/Halloween-Jamie-Lee-Curtis/dp/B07JG4HZ12/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546974551&sr=1-1&keywords=halloween+2018
Black Swan        ,88.0,79.0,83.5,86.0,80.0,6,83,0.5,thriller,"mystery, thriller",original screenplay,8.38,8380000.0,106.95,106950000.0,222.44,222440000,329390000.0,329.39,0.6753089043,13.0,25.33769231,0.6446153846,2010.0,,Best Actress,http://www.amazon.com/gp/product/B004U8VWLE/?tag=titb-20
Slumdog Millionaire,94.0,86.0,90,90.0,78.0,12,84,6,drama,"drama, romance, thriller",adaptation,4.3,4300000.0,141.32,141320000.0,236.59,236590000,377910000.0,377.91,0.6260485301,15.0,25.194,0.2866666667,2008.0,Oscar Winner,"Best Picture, Best Director, Best Adapted Screenplay",http://www.amazon.com/gp/product/B00280GDFQ/?tag=titb-20
A Haunted House,10.0,20.0,15,51.0,51.0,0,51,-36,Horror,"Horror, Comedy",original screenplay,18.101682,18101682.0,40.041683,40041683.0,20.1,20100000,60141683.0,60.141683,0.3342108002,2.5,24.0566732,7.2406728,2013.0,,,http://www.amazon.com/gp/product/B00CHIG3NQ/?tag=titb-20
Magic Mike,80.0,72.0,76,61.0,59.0,2,60,16,comedy,comedy,based on a true story ,39.12717,39127170.0,113.721571,113721571.0,53.5,53500000,167221571.0,167.221571,0.3199348008,7.0,23.88879586,5.589595714,2012.0,,,http://www.amazon.com/gp/product/B009VB97EY/?tag=titb-20
Happy Death Day,71.0,57.0,64,66.0,66.0,0,66,-2,horror,horror,original screenplay,26.039025,26039025.0,55.681005,55681005.0,56.7,56700000,112381005.0,112.381005,0.5045336621,4.8,23.41270938,5.424796875,2017.0,,,https://www.amazon.co.uk/Happy-Death-Day-Jessica-Rothe/dp/B076THF46M/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546980828&sr=1-1&keywords=Happy+Death+Day
High School Musical 3: Senior Year,65.0,57.0,61,76.0,42.0,34,59,2,comedy,"comedy, family, musical",sequel,42.03,42030000.0,90.56,90560000.0,162.35,162350000,252910000.0,252.91,0.6419279586,11.0,22.99181818,3.820909091,2008.0,,,http://www.amazon.com/gp/product/B003QSJVOO/?tag=titb-20
War Room,37.0,26.0,31.5,90.0,53.0,37,71.5,-40,drama,drama,original screenplay,11.351389,11351389.0,67.217187,67217187.0,0.0,6185122,67217187.0,67.217187,0.09201697179,3.0,22.405729,3.783796333,2015.0,,,http://www.amazon.com/gp/product/B017OJL48G/?tag=titb-20
Ouija,7.0,38.0,22.5,26.0,63.0,-37,44.5,-22,action,"action, adventure, thriller, horror",original screenplay ,19.875995,19875995.0,50.85601,50856010.0,51.673769,51673769,102529779.0,102.529779,0.5039879097,5.0,20.5059558,3.975199,2014.0,,,http://www.amazon.com/gp/product/B00S0AYSX2/?tag=titb-20
Annabelle: Creation,69.0,62.0,65.5,68.0,68.0,0,68,-2.5,horror,horror,prequel,35.006404,35006404.0,102.092201,102092201.0,203.7,203700000,305792201.0,305.792201,0.6661386371,15.0,20.38614673,2.333760267,2017.0,,,https://www.amazon.co.uk/Annabelle-Creation-David-F-Sandberg/dp/B074SYP8BL/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546980777&sr=1-1&keywords=Annabelle%3A+Creation
It,85.0,70.0,77.5,85.0,80.0,5,82.5,-5,horror,horror,adaptation,123.403419,123403419.0,327.475366,327475366.0,368.2,368200000,695675366.0,695.675366,0.5292698549,35.0,19.87643903,3.525811971,2017.0,,,https://www.amazon.co.uk/Bill-Skarsgard/dp/B0756WYLZH/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546980603&sr=1-1&keywords=It
A Quiet Place,95.0,82.0,88.5,83.0,75.0,8,79,9.5,Horror,Horror,original screenplay,50.203562,50203562.0,188.024361,188024361.0,144.559086,144559086,332583447.0,332.583447,0.4346550837,17.0,19.56373218,2.953150706,2018.0,,,https://www.amazon.com/Quiet-Place-Emily-Blunt/dp/B07BYSTXMF/ref=sr_1_2?s=instant-video&ie=UTF8&qid=1546964056&sr=1-2&keywords=A+Quiet+Place
The Lazarus Effect,14.0,31.0,22.5,23.0,49.0,-26,36,-13.5,horror,horror,original screenplay,10.203437,10203437.0,25.801047,25801047.0,38.309681,38309681,64110728.0,64.110728,0.5975549209,3.3,19.42749333,3.091950606,2015.0,,,http://www.amazon.com/gp/product/B00ZRHRXXS/?tag=titb-20
Joker,69.0,59.0,64,88.0,92.0,-4,90,-26,thriller,Thriller,adaptation,96.202337,96202337.0,330.964838,330964838.0,722.8,722800000,1053764838.0,1053.764838,0.6859215395,55.0,19.15936069,1.7491334,2019.0,,,https://www.amazon.co.uk/Joker-Joaquin-Phoenix/dp/B07YP8JS6J/ref=sr_1_1?crid=2DMKQQCH5NS38&keywords=joker&qid=1577973602&s=instant-video&sprefix=Joker%2Cinstant-video%2C163&sr=1-1
The Visit,63.0,55.0,59,57.0,65.0,-8,61,-2,horror,horror,original screenplay,25.42756,25427560.0,64.704895,64704895.0,26.232544,26232544,90937439.0,90.937439,0.2884680313,5.0,18.1874878,5.085512,2015.0,,,http://www.amazon.com/gp/product/B0199693VM/?tag=titb-20
Paranormal Activity: The Marked Ones,37.0,42.0,39.5,35.0,50.0,-15,42.5,-3,thriller,"thriller, horror",sequel,18.343611,18343611.0,32.462372,32462372.0,58.442482,58442482,90904854.0,90.904854,0.6428972649,5.0,18.1809708,3.6687222,2014.0,,,http://www.amazon.com/gp/product/B00INS1U78/?tag=titb-20
Instructions Not Included,56.0,55.0,55.5,89.0,77.0,12,83,-27.5,Drama,"Drama, Comedy",original screenplay,7.846426,7846426.0,44.467207,44467207.0,54.6,54600000,99067206.0,99.067206,0.5511410103,5.5,18.01221927,1.426622909,2013.0,,,http://www.amazon.com/gp/product/B00HAWAXW6/?tag=titb-20
The Favourite,94.0,90.0,92,60.0,77.0,-17,68.5,23.5,Drama,Drama,original screenplay,2.085123,2085123.0,19.369336,19369336.0,7.452427,7452427,26821763.0,268.21763,0.2778500056,15.0,17.88117533,-,2018.0,,,https://www.amazon.com/Favourite-Olivia-Colman/dp/B07L9H1WG5/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546974218&sr=1-1&keywords=The+Favourite
Escape Room,48.0,48.0,48,55.0,55.0,0,55,-7,Action,"Action, Adventure, Drama",original screenplay,18.238172,18238172.0,56.884457,56884457.0,96.526751,96526751,153411208.0,153.411208,0.6292027307,9.0,17.04568978,2.026463556,2019.0,,,https://www.amazon.co.uk/Escape-Room-Tyler-Labine/dp/B07NBWYMVG/ref=sr_1_2?crid=1SK4TR2AU9EK4&keywords=escape+room+2019&qid=1557072613&s=instant-video&sprefix=Escape+Room%2Cinstant-video%2C143&sr=1-2-catcorr
Semi-Pro,21.0,47.0,34,41.0,57.0,-16,49,-15,comedy,"comedy, sport",original screenplay,15.08,15080000.0,33.48,33480000.0,10.41,10410000,43890000.0,43.89,0.2371838688,2.6,16.88076923,5.8,2008.0,,,http://www.amazon.com/gp/product/B001AOM98Q/?tag=titb-20
